New source,Source Latitude (deg),Source Longitude (deg),Plume Latitude (deg),Plume Longitude (deg),Candidate ID,Line name,Date of detection,Time of detection (UTC),Vista ID,Source type (best estimate),Sectors (IPCC),IME/L (kg/m),sIME (kg/m),u10 (m/s),su10 (m/s),Qplume (kg/hr)*,sQplume (kg/hr)*,Nearest facility
S00290,36.049166,-119.4560324,36.049166,-119.4560324,ang20161026t180214-A,ang20161026t180214,10/26/16,18:02:14,DAF000121,dairy/manure,3A2 Manure Management,0.02,0.004,1.01,0.14,,,Bosman Dairy
S00290,36.049166,-119.4560324,36.049166,-119.4560324,ang20170916t213842-A,ang20170916t213842,9/16/17,21:38:42,DAF000121,dairy/manure,3A2 Manure Management,0.007,0.001,3.45,0.18,82,18,Bosman Dairy
S00291,36.79266603,-120.2527614,36.79266603,-120.2527614,ang20161026t182549-A,ang20161026t182549,10/26/16,18:25:49,NSF000002,gas storage facility,1B2 Oil & Natural Gas,0.016,0.002,1.68,0.2,95,17,Gill Ranch Gas Storage
S00291,36.79266603,-120.2527614,36.79266603,-120.2527614,ang20170620t173640-A,ang20170620t173640,6/20/17,17:36:40,NSF000002,gas storage facility,1B2 Oil & Natural Gas,0.006,0.002,1.75,0.1,35,11,Gill Ranch Gas Storage
S00291,36.79266603,-120.2527614,36.79266603,-120.2527614,ang20170620t174426-A,ang20170620t174426,6/20/17,17:44:26,NSF000002,gas storage facility,1B2 Oil & Natural Gas,0.007,0.001,1.75,0.1,41,7,Gill Ranch Gas Storage
S00291,36.79266603,-120.2527614,36.79266603,-120.2527614,ang20170909t191754-A,ang20170909t191754,9/9/17,19:17:54,NSF000002,gas storage facility,1B2 Oil & Natural Gas,0.02,0.006,3.35,0.07,238,78,Gill Ranch Gas Storage
S00291,36.79266603,-120.2527614,36.79266603,-120.2527614,ang20170910t175935-A,ang20170910t175935,9/10/17,17:59:35,NSF000002,gas storage facility,1B2 Oil & Natural Gas,0.046,0.013,1.41,0.09,233,70,Gill Ranch Gas Storage
S00291,36.79266603,-120.2527614,36.79266603,-120.2527614,ang20170919t202425-A,ang20170919t202425,9/19/17,20:24:25,NSF000002,gas storage facility,1B2 Oil & Natural Gas,0.013,0.004,6.48,0.09,294,102,Gill Ranch Gas Storage
S00291,36.79266603,-120.2527614,36.79266603,-120.2527614,ang20170919t203101-A,ang20170919t203101,9/19/17,20:31:01,NSF000002,gas storage facility,1B2 Oil & Natural Gas,0.011,0.002,6.48,0.09,247,51,Gill Ranch Gas Storage
S00291,36.79266603,-120.2527614,36.79266603,-120.2527614,ang20170919t203753-A,ang20170919t203753,9/19/17,20:37:53,NSF000002,gas storage facility,1B2 Oil & Natural Gas,0.009,0.002,6.48,0.09,207,54,Gill Ranch Gas Storage
S00291,36.79266603,-120.2527614,36.79266603,-120.2527614,ang20170928t202037-A,ang20170928t202037,9/28/17,20:20:37,NSF000002,gas storage facility,1B2 Oil & Natural Gas,0.026,0.005,0.41,0.1,,,Gill Ranch Gas Storage
S00291,36.79266603,-120.2527614,36.79266603,-120.2527614,ang20170930t184705-A,ang20170930t184705,9/30/17,18:47:05,NSF000002,gas storage facility,1B2 Oil & Natural Gas,0.03,0.012,4.45,0.08,484,195,Gill Ranch Gas Storage
S00291,36.79266603,-120.2527614,36.79266603,-120.2527614,ang20170930t185517-A,ang20170930t185517,9/30/17,18:55:17,NSF000002,gas storage facility,1B2 Oil & Natural Gas,0.038,0.009,4.45,0.08,616,137,Gill Ranch Gas Storage
S00291,36.79266603,-120.2527614,36.79266603,-120.2527614,ang20171007t205849-A,ang20171007t205849,10/7/17,20:58:49,NSF000002,gas storage facility,1B2 Oil & Natural Gas,0.031,0.008,0.69,0.07,,,Gill Ranch Gas Storage
S00291,36.79266603,-120.2527614,36.79266603,-120.2527614,ang20171007t210557-A,ang20171007t210557,10/7/17,21:05:57,NSF000002,gas storage facility,1B2 Oil & Natural Gas,0.058,0.018,0.79,0.05,,,Gill Ranch Gas Storage
S00293,38.02069119,-122.1155932,38.02069119,-122.1155932,ang20170910t200709-A,ang20170910t200709,9/10/17,20:07:09,REF000019,refinery,1A1 Energy Industries,0.008,0.003,2.39,0.32,69,30,Shell Oil Products US - Martinez
S00295,34.02351125,-118.0344498,34.02351125,-118.0344498,ang20161102t211652-A,ang20161102t211652,11/2/16,21:16:52,LNG000020,gas LNG station,1B2 Oil & Natural Gas,0.03,0.006,2.35,0.33,257,62,Lapworth (ABD) Oil & Gas Field
S00296,36.18236644,-119.6592805,36.18236644,-119.6592805,ang20161103t173708-A,ang20161103t173708,11/3/16,17:37:08,NA,dairy/manure,3A2 Manure Management,0.032,0.005,1.11,0.07,129,23,Cloverdale Dairy
S00299,35.32914231,-119.6685722,35.32914231,-119.6685722,ang20161029t195217-A,ang20161029t195217,10/29/16,19:52:17,FLD000277,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,0.025,0.005,3.43,0.17,312,60,McKittrick Oil & Gas Field
S00299,35.32914231,-119.6685722,35.32914231,-119.6685722,ang20170902t212540-A,ang20170902t212540,9/2/17,21:25:40,FLD000277,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,0.015,0.005,4.22,0.21,221,79,McKittrick Oil & Gas Field
S00299,35.32914231,-119.6685722,35.32914231,-119.6685722,ang20171013t204512-A,ang20171013t204512,10/13/17,20:45:12,FLD000277,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,0.013,0.007,1.85,0.4,87,48,McKittrick Oil & Gas Field
S00299,35.32914231,-119.6685722,35.32914231,-119.6685722,ang20171013t211009-A,ang20171013t211009,10/13/17,21:10:09,FLD000277,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,0.015,0.005,2.43,0.37,132,45,McKittrick Oil & Gas Field
S00299,35.32914231,-119.6685722,35.32914231,-119.6685722,ang20171013t212517-A,ang20171013t212517,10/13/17,21:25:17,FLD000277,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,0.05,0.01,2.43,0.37,436,112,McKittrick Oil & Gas Field
S00299,35.32914231,-119.6685722,35.32914231,-119.6685722,ang20171013t213130-C,ang20171013t213130,10/13/17,21:31:30,FLD000277,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,0.013,0.003,2.43,0.37,111,28,McKittrick Oil & Gas Field
S00300,35.274846,-119.477539,35.274846,-119.477539,ang20161029t204732-A,ang20161029t204732,10/29/16,20:47:32,FLD000140,gas processing plant,1B2 Oil & Natural Gas,0.075,0.012,3.35,0.36,905,172,Elk Hills Oil & Gas Field
S00300,35.274846,-119.477539,35.274846,-119.477539,ang20161029t205722-E,ang20161029t205722,10/29/16,20:57:22,FLD000140,gas processing plant,1B2 Oil & Natural Gas,0.053,0.009,3.35,0.36,634,126,Elk Hills Oil & Gas Field
S00300,35.274846,-119.477539,35.274846,-119.477539,ang20170615t230609-B,ang20170615t230609,6/15/17,23:06:09,FLD000140,gas processing plant,1B2 Oil & Natural Gas,0.044,0.02,4.81,0.49,755,354,Elk Hills Oil & Gas Field
S00300,35.274846,-119.477539,35.274846,-119.477539,ang20170615t234140-A,ang20170615t234140,6/15/17,23:41:40,FLD000140,gas processing plant,1B2 Oil & Natural Gas,0.013,0.001,4.81,0.49,224,29,Elk Hills Oil & Gas Field
S00301,35.26815173,-119.4574308,35.26815173,-119.4574308,ang20161029t204732-B,ang20161029t204732,10/29/16,20:47:32,LNF000456,oil/gas gathering line,1B2 Oil & Natural Gas,0.043,0.004,3.35,0.36,522,75,Elk Hills Oil & Gas Field
S00302,35.24513485,-119.385514,35.24513485,-119.385514,ang20161029t204732-C,ang20161029t204732,10/29/16,20:47:32,FLD000140,oil/gas gathering line,1B2 Oil & Natural Gas,0.032,0.005,3.35,0.36,391,78,Elk Hills Oil & Gas Field
S00303,35.28279601,-119.4968361,35.28279601,-119.4968361,ang20161029t205722-D,ang20161029t205722,10/29/16,20:57:22,FLD000140,oil/gas compressor,1B2 Oil & Natural Gas,0.02,0.002,3.35,0.36,237,37,Elk Hills Oil & Gas Field
S00304,35.455169,-119.048769,35.455169,-119.048769,ang20161008t204651-E,ang20161008t204651,10/8/16,20:46:51,FLD000207,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,0.088,0.042,3.76,0.71,1189,608,Kern Front Oil & Gas Field
S00304,35.455169,-119.048769,35.455169,-119.048769,ang20161008t210604-D,ang20161008t210604,10/8/16,21:06:04,FLD000207,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,0.012,0.004,3.76,0.71,158,59,Kern Front Oil & Gas Field
SLF025,34.404278,-118.998494,34.404278,-118.998494,ang20160930t211208-C,ang20160930t211208,9/30/16,21:12:08,LNF000638,landfill,4A1 Managed Waste Disposal Sites,0.005,0.002,6.46,0.65,108,39,Toland Road Landfill
S00307,35.2806449,-119.4783614,35.2806449,-119.4783614,ang20161029t205722-C,ang20161029t205722,10/29/16,20:57:22,FLD000140,oil/gas compressor,1B2 Oil & Natural Gas,0.012,0.002,3.35,0.36,146,27,Elk Hills Oil & Gas Field
S00307,35.2806449,-119.4783614,35.2806449,-119.4783614,ang20170615t233419-B,ang20170615t233419,6/15/17,23:34:19,FLD000140,oil/gas compressor,1B2 Oil & Natural Gas,0.009,0.002,4.97,0.47,,,Elk Hills Oil & Gas Field
S00307,35.2806449,-119.4783614,35.2806449,-119.4783614,ang20170620t164237-R,ang20170620t164237,6/20/17,16:42:37,FLD000140,oil/gas compressor,1B2 Oil & Natural Gas,0.006,0.003,1.18,0.81,27,22,Elk Hills Oil & Gas Field
S00307,35.2806449,-119.4783614,35.2806449,-119.4783614,ang20170620t164926-B,ang20170620t164926,6/20/17,16:49:26,FLD000140,oil/gas compressor,1B2 Oil & Natural Gas,0.006,0.001,1.18,0.81,24,17,Elk Hills Oil & Gas Field
S00307,35.2806449,-119.4783614,35.2806449,-119.4783614,ang20170620t165600-D,ang20170620t165600,6/20/17,16:56:00,FLD000140,oil/gas compressor,1B2 Oil & Natural Gas,0.011,0.001,1.18,0.81,,,Elk Hills Oil & Gas Field
SLF010,33.721644,-117.701161,33.721644,-117.701161,ang20171023t192818-C,ang20171023t192818,10/23/17,19:28:18,LNF000251,landfill,4A1 Managed Waste Disposal Sites,0.012,0.005,4.41,1.26,195,93,Frank R. Bowerman
S00312,33.958939,-117.626281,33.958939,-117.626281,ang20161001t191157-A,ang20161001t191157,10/1/16,19:11:57,NA,dairy/manure,3A2 Manure Management,0.006,0.001,3.5,0.42,81,17,"John Weststeyn Cattle - Pine/Falloncrest
Farms"
SLF023,34.327133,-118.516011,34.327133,-118.516011,ang20161003t200520-A,ang20161003t200520,10/3/16,20:05:20,LNF000615,landfill,4A1 Managed Waste Disposal Sites,0.116,0.042,3.97,0.81,1664,688,Sunshine Canyon Landfill
SLF023,34.327133,-118.516011,34.327133,-118.516011,ang20171016t195222-B,ang20171016t195222,10/16/17,19:52:22,LNF000615,landfill,4A1 Managed Waste Disposal Sites,0.027,0.007,3.61,0.66,347,116,Sunshine Canyon Landfill
SLF023,34.326006,-118.512997,34.326006,-118.512997,ang20161003t201042-A,ang20161003t201042,10/3/16,20:10:42,LNF000615,landfill,4A1 Managed Waste Disposal Sites,0.027,0.015,3.97,0.81,389,222,Sunshine Canyon Landfill
SLF023,34.326006,-118.512997,34.326006,-118.512997,ang20171010t191001-B,ang20171010t191001,10/10/17,19:10:01,LNF000615,landfill,4A1 Managed Waste Disposal Sites,0.008,0.001,1.17,0.45,34,14,Sunshine Canyon Landfill
SLF023,34.326006,-118.512997,34.326006,-118.512997,ang20171016t175805-B,ang20171016t175805,10/16/17,17:58:05,LNF000615,landfill,4A1 Managed Waste Disposal Sites,0.006,0.001,4.18,1.11,88,27,Sunshine Canyon Landfill
SLF023,34.326006,-118.512997,34.326006,-118.512997,ang20171016t185727-B,ang20171016t185727,10/16/17,18:57:27,LNF000615,landfill,4A1 Managed Waste Disposal Sites,0.011,0.002,3.99,0.63,158,35,Sunshine Canyon Landfill
SLF023,34.326006,-118.512997,34.326006,-118.512997,ang20171016t194751-A,ang20171016t194751,10/16/17,19:47:51,LNF000615,landfill,4A1 Managed Waste Disposal Sites,0.015,0.003,3.61,0.66,196,57,Sunshine Canyon Landfill
SLF023,34.324311,-118.508542,34.324311,-118.508542,ang20161003t201042-B,ang20161003t201042,10/3/16,20:10:42,LNF000615,landfill,4A1 Managed Waste Disposal Sites,0.053,0.015,3.97,0.81,751,267,Sunshine Canyon Landfill
SLF023,34.324311,-118.508542,34.324311,-118.508542,ang20171016t175348-C,ang20171016t175348,10/16/17,17:53:48,LNF000615,landfill,4A1 Managed Waste Disposal Sites,0.038,0.011,4.18,1.11,578,221,Sunshine Canyon Landfill
SLF021,35.508199,-119.40716,35.508199,-119.40716,ang20161001t205456-A,ang20161001t205456,10/1/16,20:54:56,DAF000068,landfill,4A1 Managed Waste Disposal Sites,0.011,0.002,3.84,0.07,148,27,Shafter-Wasco SLF
SLF021,35.508199,-119.40716,35.508199,-119.40716,ang20161001t205820-A,ang20161001t205820,10/1/16,20:58:20,DAF000068,landfill,4A1 Managed Waste Disposal Sites,0.035,0.012,3.84,0.07,482,161,Shafter-Wasco SLF
SLF021,35.508199,-119.40716,35.508199,-119.40716,ang20171010t204606-A,ang20171010t204606,10/10/17,20:46:06,DAF000068,landfill,4A1 Managed Waste Disposal Sites,0.042,0.024,1.82,0.16,274,161,Shafter-Wasco SLF
SLF017,33.940411,-117.831592,33.940411,-117.831592,ang20161006t180917-A,ang20161006t180917,10/6/16,18:09:17,LNF000470,landfill,4A1 Managed Waste Disposal Sites,0.016,0.007,1.65,0.45,95,48,Olinda Alpha Landfill
S00322,35.511695,-119.074463,35.511695,-119.074463,ang20161008t204039-I,ang20161008t204039,10/8/16,20:40:39,FLD000344,oil/gas pumpjack,1B2 Oil & Natural Gas,0.006,0.003,4.49,0.83,101,47,Poso Creek Oil & Gas Field
S00322,35.511695,-119.074463,35.511695,-119.074463,ang20161008t211115-I,ang20161008t211115,10/8/16,21:11:15,FLD000344,oil/gas pumpjack,1B2 Oil & Natural Gas,0.015,0.004,4.65,0.78,250,74,Poso Creek Oil & Gas Field
S00322,35.511695,-119.074463,35.511695,-119.074463,ang20161008t213955-N,ang20161008t213955,10/8/16,21:39:55,FLD000344,oil/gas pumpjack,1B2 Oil & Natural Gas,0.013,0.002,5.24,0.9,238,57,Poso Creek Oil & Gas Field
S00322,35.511695,-119.074463,35.511695,-119.074463,ang20161025t192103-E,ang20161025t192103,10/25/16,19:21:03,FLD000344,oil/gas pumpjack,1B2 Oil & Natural Gas,0.012,0.002,2.95,0.37,,,Poso Creek Oil & Gas Field
S00322,35.511695,-119.074463,35.511695,-119.074463,ang20170615t223601-A,ang20170615t223601,6/15/17,22:36:01,FLD000344,oil/gas pumpjack,1B2 Oil & Natural Gas,0.007,0,4.5,0.28,,,Poso Creek Oil & Gas Field
S00322,35.511695,-119.074463,35.511695,-119.074463,ang20170908t211246-A,ang20170908t211246,9/8/17,21:12:46,FLD000344,oil/gas pumpjack,1B2 Oil & Natural Gas,0.007,0.002,8.92,0.22,,,Poso Creek Oil & Gas Field
S00323,35.515579,-119.075784,35.515579,-119.075784,ang20161008t202359-K,ang20161008t202359,10/8/16,20:23:59,FLD000344,oil/gas pumpjack,1B2 Oil & Natural Gas,0.015,0.001,3.85,0.8,,,Poso Creek Oil & Gas Field
S00323,35.515579,-119.075784,35.515579,-119.075784,ang20161008t204039-B,ang20161008t204039,10/8/16,20:40:39,FLD000344,oil/gas pumpjack,1B2 Oil & Natural Gas,0.005,0.001,4.49,0.83,,,Poso Creek Oil & Gas Field
S00323,35.515579,-119.075784,35.515579,-119.075784,ang20161008t211637-D,ang20161008t211637,10/8/16,21:16:37,FLD000344,oil/gas pumpjack,1B2 Oil & Natural Gas,0.01,0.003,4.65,0.78,,,Poso Creek Oil & Gas Field
S00323,35.515579,-119.075784,35.515579,-119.075784,ang20161008t213309-H,ang20161008t213309,10/8/16,21:33:09,FLD000344,oil/gas pumpjack,1B2 Oil & Natural Gas,0.023,0.009,5.56,0.78,,,Poso Creek Oil & Gas Field
S00323,35.515579,-119.075784,35.515579,-119.075784,ang20161008t213955-O,ang20161008t213955,10/8/16,21:39:55,FLD000344,oil/gas pumpjack,1B2 Oil & Natural Gas,0.014,0.002,5.24,0.9,,,Poso Creek Oil & Gas Field
S00323,35.515579,-119.075784,35.515579,-119.075784,ang20170908t211246-B,ang20170908t211246,9/8/17,21:12:46,FLD000344,oil/gas pumpjack,1B2 Oil & Natural Gas,0.011,0.002,8.92,0.22,349,80,Poso Creek Oil & Gas Field
S00324,35.518333,-119.078181,35.518333,-119.078181,ang20161008t202359-L,ang20161008t202359,10/8/16,20:23:59,FLD000344,oil/gas tank,1B2 Oil & Natural Gas,0.026,0.007,3.85,0.8,356,126,Poso Creek Oil & Gas Field
S00324,35.518333,-119.078181,35.518333,-119.078181,ang20161008t204039-J,ang20161008t204039,10/8/16,20:40:39,FLD000344,oil/gas tank,1B2 Oil & Natural Gas,0.01,0.004,4.49,0.83,158,64,Poso Creek Oil & Gas Field
S00324,35.518333,-119.078181,35.518333,-119.078181,ang20161008t211637-I,ang20161008t211637,10/8/16,21:16:37,FLD000344,oil/gas tank,1B2 Oil & Natural Gas,0.01,0.001,4.65,0.78,169,34,Poso Creek Oil & Gas Field
S00324,35.518333,-119.078181,35.518333,-119.078181,ang20161008t213309-I,ang20161008t213309,10/8/16,21:33:09,FLD000344,oil/gas tank,1B2 Oil & Natural Gas,0.013,0.005,5.56,0.78,265,100,Poso Creek Oil & Gas Field
S00325,35.534,-119.083153,35.534,-119.083153,ang20161008t202359-M,ang20161008t202359,10/8/16,20:23:59,FLD000344,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,0.052,0.008,3.85,0.8,724,190,Poso Creek Oil & Gas Field
S00325,35.534,-119.083153,35.534,-119.083153,ang20161008t204039-K,ang20161008t204039,10/8/16,20:40:39,FLD000344,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,0.029,0.007,4.49,0.83,462,147,Poso Creek Oil & Gas Field
S00325,35.534,-119.083153,35.534,-119.083153,ang20161008t205502-L,ang20161008t205502,10/8/16,20:55:02,FLD000344,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,0.017,0.008,4.65,0.78,279,143,Poso Creek Oil & Gas Field
S00325,35.534,-119.083153,35.534,-119.083153,ang20161008t213955-P,ang20161008t213955,10/8/16,21:39:55,FLD000344,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,0.013,0.002,5.24,0.9,245,60,Poso Creek Oil & Gas Field
S00325,35.534,-119.083153,35.534,-119.083153,ang20161025t192103-J,ang20161025t192103,10/25/16,19:21:03,FLD000344,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,0.067,0.018,2.95,0.37,714,214,Poso Creek Oil & Gas Field
S00326,35.456964,-119.054624,35.456964,-119.054624,ang20161008t203001-C,ang20161008t203001,10/8/16,20:30:01,FLD000207,oil/gas tank,1B2 Oil & Natural Gas,0.023,0.004,3.76,0.71,307,77,Kern Front Oil & Gas Field
S00326,35.456964,-119.054624,35.456964,-119.054624,ang20161008t210116-C,ang20161008t210116,10/8/16,21:01:16,FLD000207,oil/gas tank,1B2 Oil & Natural Gas,0.024,0.009,3.76,0.71,319,139,Kern Front Oil & Gas Field
S00326,35.456964,-119.054624,35.456964,-119.054624,ang20161008t210604-E,ang20161008t210604,10/8/16,21:06:04,FLD000207,oil/gas tank,1B2 Oil & Natural Gas,0.033,0.007,3.76,0.71,445,127,Kern Front Oil & Gas Field
S00326,35.456964,-119.054624,35.456964,-119.054624,ang20161025t193700-E,ang20161025t193700,10/25/16,19:37:00,FLD000207,oil/gas tank,1B2 Oil & Natural Gas,0.011,0.001,2.92,0.35,117,20,Kern Front Oil & Gas Field
S00327,35.457114,-119.049503,35.457114,-119.049503,ang20161008t203001-D,ang20161008t203001,10/8/16,20:30:01,FLD000207,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,0.044,0.006,3.76,0.71,599,138,Kern Front Oil & Gas Field
S00328,35.455378,-119.049778,35.455378,-119.049778,ang20161008t212326-F,ang20161008t212326,10/8/16,21:23:26,FLD000207,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,0.022,0.008,3.76,0.71,295,121,Kern Front Oil & Gas Field
S00329,35.530514,-119.077731,35.530514,-119.077731,ang20161008t211637-J,ang20161008t211637,10/8/16,21:16:37,FLD000344,oil/gas pumpjack,1B2 Oil & Natural Gas,0.011,0.002,4.65,0.78,186,46,Poso Creek Oil & Gas Field
S00330,35.456236,-119.05275,35.456236,-119.05275,ang20161008t212326-C,ang20161008t212326,10/8/16,21:23:26,FLD000207,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,0.059,0.012,3.76,0.71,800,227,Kern Front Oil & Gas Field
S00332,35.459142,-119.053044,35.459142,-119.053044,ang20161008t210116-A,ang20161008t210116,10/8/16,21:01:16,FLD000207,oil/gas pumpjack,1B2 Oil & Natural Gas,0.009,0,3.76,0.71,117,22,Kern Front Oil & Gas Field
S00332,35.459142,-119.053044,35.459142,-119.053044,ang20161008t210604-A,ang20161008t210604,10/8/16,21:06:04,FLD000207,oil/gas pumpjack,1B2 Oil & Natural Gas,0.007,0,3.76,0.71,95,18,Kern Front Oil & Gas Field
S00332,35.459142,-119.053044,35.459142,-119.053044,ang20161008t212326-A,ang20161008t212326,10/8/16,21:23:26,FLD000207,oil/gas pumpjack,1B2 Oil & Natural Gas,0.007,0,3.76,0.71,95,18,Kern Front Oil & Gas Field
S00332,35.459142,-119.053044,35.459142,-119.053044,ang20161025t193700-F,ang20161025t193700,10/25/16,19:37:00,FLD000207,oil/gas pumpjack,1B2 Oil & Natural Gas,0.012,0.008,2.92,0.35,123,81,Kern Front Oil & Gas Field
S00333,35.530406,-119.080039,35.530406,-119.080039,ang20161008t213955-Q,ang20161008t213955,10/8/16,21:39:55,FLD000344,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,0.015,0.006,5.24,0.9,276,123,Poso Creek Oil & Gas Field
S00337,33.848681,-118.334075,33.848681,-118.334075,ang20161011t222300-A,ang20161011t222300,10/11/16,22:23:00,REF000006,refinery,1A1 Energy Industries,0.196,0.047,3.1,0.4,2192,592,ExxonMobil Oil Refinery
S00337,33.848681,-118.334075,33.848681,-118.334075,ang20161011t222838-A,ang20161011t222838,10/11/16,22:28:38,REF000006,refinery,1A1 Energy Industries,0.141,0.057,3.1,0.4,1573,663,ExxonMobil Oil Refinery
S00337,33.848681,-118.334075,33.848681,-118.334075,ang20170901t205911-B,ang20170901t205911,9/1/17,20:59:11,REF000006,refinery,1A1 Energy Industries,0.016,0.003,3.54,0.34,207,45,ExxonMobil Oil Refinery
S00337,33.848681,-118.334075,33.848681,-118.334075,ang20171023t203609-A,ang20171023t203609,10/23/17,20:36:09,REF000006,refinery,1A1 Energy Industries,0.011,0.002,0.65,0.35,,,ExxonMobil Oil Refinery
S00337,33.848681,-118.334075,33.848681,-118.334075,ang20171024t184733-A,ang20171024t184733,10/24/17,18:47:33,REF000006,refinery,1A1 Energy Industries,0.03,0.009,1.41,0.47,153,69,ExxonMobil Oil Refinery
S00337,33.848681,-118.334075,33.848681,-118.334075,ang20171024t204657-C,ang20171024t204657,10/24/17,20:46:57,REF000006,refinery,1A1 Energy Industries,0.025,0.01,2.44,0.9,216,121,ExxonMobil Oil Refinery
S00337,33.848681,-118.334075,33.848681,-118.334075,ang20171024t210834-B,ang20171024t210834,10/24/17,21:08:34,REF000006,refinery,1A1 Energy Industries,0.015,0.004,2.22,0.54,117,42,ExxonMobil Oil Refinery
